01,81826800-9,Los Andes,https://www.cajalosandes.cl,5.4,1.6
02,70016160-9,La Araucana,https://www.laaraucana.cl,5.4,1.6
03,70016330-K,Los Héroes,https://www.losheroes.cl,5.4,1.6
06,82606800-0,18 de Septiembre,https://www.caja18.cl,5.4,1.6
