2024-07-31,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
2024-08-31,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
2024-09-30,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
2024-10-31,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
2024-11-30,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
2024-12-31,84.3,60,126.6,500000,683350,372989,322295,500000,50,600,900,1.11
